customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3171-9448,Male,0,Yes,No,9,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,72.17,665.65,No
3172-4886,Female,0,Yes,Yes,63,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,58.01,3834.36,No
3173-4101,Male,0,No,No,62,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),61.99,3675.37,No
3174-9949,Male,0,No,Yes,49,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.03,2389.42,No
3175-6012,Male,0,Yes,Yes,71,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,79.53,5630.74,No
3176-6530,Male,0,Yes,Yes,66,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.89,4521.67,No
3177-3666,Female,0,No,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.95,548.65,Yes
3178-2938,Female,0,No,No,16,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,71.96,1208.07,No
3179-2528,Female,0,No,No,8,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.09,570.09,No
3180-3011,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.49,1969.91,No
3181-2756,Male,0,Yes,No,42,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),94.43,4012.38,No
3182-7719,Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,87.96,965.13,No
3183-1521,Female,0,No,No,6,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,58.15,473.46,No
3184-6663,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,91.69,4320.23,No
3185-9542,Female,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.43,1101.48,No
3186-7889,Female,0,Yes,No,26,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.52,1445.41,No
3187-4625,Female,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.66,4611.24,Yes
3188-1534,Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,116.09,5062.78,Yes
3189-8506,Female,0,No,No,30,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.72,3112.5,No
3190-1028,Male,0,No,Yes,4,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,52.17,215.18,No
3191-7131,Male,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),58.42,3211.23,No
3192-7037,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,94.89,4192.62,No
3193-2727,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),68.85,692.14,Yes
3194-7658,Female,0,Yes,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,53.61,No
3195-2578,Female,0,No,No,21,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.09,1171.89,No
3196-3030,Male,0,No,No,13,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),56.45,812.51,No
3197-8307,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.93,4980.57,No
3198-9811,Male,0,No,No,68,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),106.08,7120.93,No
3199-3382,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),90.12,442.85,Yes
3200-9291,Female,0,No,No,17,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,62.03,1041.02,No
3201-9218,Female,0,No,Yes,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),87.52,1807.87,No
3202-7923,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.77,2313.25,No
3203-2260,Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.23,1485.45,No
3204-3694,Male,0,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.57,2205.24,No
3205-7098,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),99.43,1879.54,No
3206-9991,Male,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.79,83.69,No
3207-8329,Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),95.61,3270.04,No
3208-4781,Female,1,Yes,No,59,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),55.62,3365.53,No
3209-3117,Male,1,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.51,1908.13,No
3210-9642,Female,0,Yes,No,34,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),76.63,2633.37,Yes
3211-3485,Female,0,Yes,No,19,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,53.1,1090.13,No
3212-4079,Female,0,Yes,Yes,3,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.16,59.2,No
3213-9679,Male,1,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.24,2568.19,No
3214-6054,Male,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),68.79,2700.24,No
3215-3381,Male,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),97.55,41.82,No
3216-1048,Male,1,No,No,68,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,55.47,3693.97,No
3217-4869,Female,0,Yes,No,51,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,58.57,2946.55,No
3218-9873,Female,1,No,No,23,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),72.0,1516.17,No
3219-4892,Male,0,No,Yes,25,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),68.21,1598.76,No
3220-7295,Female,0,Yes,No,26,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),67.33,1842.68,Yes
3221-3277,Male,0,No,No,62,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,60.66,3695.75,No
3222-7979,Female,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,36.54,1798.26,No
3223-7981,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.09,176.28,No
3224-6474,Female,0,No,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),92.97,1994.85,Yes
3225-7945,Female,0,Yes,No,57,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),79.04,4458.39,No
3226-6208,Male,0,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.18,854.62,No
3227-4404,Male,0,No,No,59,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,82.39,5034.25,No
3228-7640,Male,1,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.41,1035.06,No
3229-8515,Male,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.27,1525.54,No
3230-8568,Female,0,No,Yes,38,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.45,3070.03,No
3231-2917,Female,0,Yes,No,53,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,51.31,2787.84,No
3232-7088,Female,0,Yes,No,31,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),70.68,2170.97,No
3233-1038,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.15,1165.05,No
3234-6147,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.2,2067.61,No
3235-6139,Female,0,No,No,30,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.69,2390.11,No
3236-4271,Male,1,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.82,,Yes
3237-9945,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.27,2257.25,No
3238-8945,Male,1,Yes,No,29,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.33,2723.81,No
3239-1347,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Mailed check,89.87,1617.06,No
3240-2879,Male,1,No,No,64,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,80.43,5162.36,No
3241-2871,Male,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),79.21,2729.24,No
3242-9077,Female,0,Yes,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,551.51,No
3243-5669,Male,1,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),91.96,4552.7,No
3244-7559,Male,1,Yes,Yes,46,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),74.95,3349.51,No
3245-8288,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,96.38,3423.8,Yes
3246-7907,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),93.92,6654.9,Yes
3247-1801,Female,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,32.75,2336.11,No
3248-2262,Male,0,Yes,No,34,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),65.86,2327.0,No
3249-4556,Female,1,No,Yes,51,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.26,3045.69,No
3250-4045,Male,0,No,No,3,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,78.82,242.12,Yes
3251-7722,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.54,1272.96,No
3252-2405,Female,0,No,Yes,32,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),80.48,2636.15,No
3253-4343,Male,0,Yes,No,29,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),64.67,2017.02,No
3254-3128,Male,0,No,No,61,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.43,5469.55,No
3255-2699,Male,0,Yes,No,42,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,107.11,4456.45,No
3256-2555,Female,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),107.38,3671.48,Yes
3257-2759,Female,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,104.38,3172.73,No
3258-6078,Male,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),74.93,3490.96,No
3259-4690,Female,0,Yes,Yes,16,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,61.01,934.22,No
3260-4917,Female,0,No,Yes,17,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,60.58,981.25,No
3261-5314,Male,1,Yes,Yes,38,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.46,3001.35,No
3262-7668,Female,0,Yes,Yes,23,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,55.94,1232.34,No
3263-8755,Male,0,Yes,Yes,49,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.83,3089.09,No
3264-5737,Female,0,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,77.04,4971.31,No
3265-6779,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,2591.59,Yes
3266-7646,Female,0,No,No,42,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,79.64,3267.09,No
3267-7212,Female,0,Yes,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,306.55,No
3268-2208,Female,0,No,Yes,57,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,81.04,4602.61,No
3269-9845,Female,0,No,No,15,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,43.2,684.32,No
3270-2483,Female,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.68,1092.37,No
3271-4706,Male,0,No,No,26,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),66.94,1776.38,No
3272-6872,Male,1,No,Yes,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,1071.09,No
3273-4629,Female,0,No,Yes,17,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),58.08,1026.26,No
3274-3187,Female,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,70.77,986.82,No
3275-9309,Female,1,Yes,No,55,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.03,4785.35,No
3276-1643,Female,0,Yes,Yes,40,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),69.31,2780.77,No
3277-3212,Male,0,Yes,No,46,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.77,2886.25,No
3278-9935,Male,0,No,Yes,57,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.13,3732.58,No
3279-7567,Female,0,Yes,No,20,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),58.42,1201.85,No
3280-1782,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),85.17,1404.55,No
3281-7790,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.75,2098.92,No
3282-9724,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,80.1,652.41,Yes
3283-1879,Male,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,66.92,3074.13,Yes
3284-4726,Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.67,640.39,No
3285-5213,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,92.73,818.89,No
3286-2178,Male,1,No,No,69,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.58,7043.43,No
3287-2804,Female,0,No,No,60,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,65.42,3930.9,No
3288-2563,Male,1,Yes,Yes,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,332.66,No
3289-2668,Male,0,No,No,55,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),90.75,4941.88,No
3290-4631,Female,0,No,No,56,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,67.08,3819.48,No
3291-5173,Female,0,No,No,36,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.13,3198.28,No
3292-3141,Male,1,No,No,69,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,52.08,3578.75,No
3293-3604,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),113.71,1921.09,Yes
3294-2729,Female,1,No,No,5,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,50.38,151.89,No
3295-8163,Male,0,No,Yes,59,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),57.06,3422.56,No
3296-2905,Female,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,73.1,2039.65,No
3297-9167,Male,0,No,Yes,9,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),62.85,591.89,No
3298-5849,Male,1,Yes,No,70,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),58.51,4086.23,No
3299-8223,Male,0,Yes,No,30,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.61,1841.55,No
3300-6726,Male,1,No,No,63,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),105.75,6641.63,No
3301-3394,Male,0,No,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.61,4045.99,Yes
3302-6411,Male,0,No,Yes,22,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),62.65,1245.53,No
3303-3466,Male,0,No,No,58,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,75.07,4330.45,No
3304-2066,Female,0,No,Yes,34,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),80.12,2712.43,No
3305-3292,Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.82,1452.69,No
3306-3480,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.61,706.53,No
3307-2215,Male,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,76.27,,No
3308-1212,Female,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.01,290.29,No
3309-9493,Female,0,No,No,24,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.0,1770.7,No
3310-5620,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),80.59,3077.12,No
3311-4618,Male,0,No,No,62,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,53.08,3272.36,No
3312-9368,Female,0,No,Yes,12,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.31,762.7,No
3313-3021,Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),73.65,3864.59,No
3314-4625,Male,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),84.37,4541.81,No
3315-8619,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.33,1650.93,No
3316-6687,Male,0,No,No,59,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,49.25,2878.18,No
3317-4592,Female,0,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),59.16,168.82,Yes
3318-3302,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,81.89,1168.69,No
3319-1316,Male,0,No,No,68,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.79,3798.99,No
3320-1765,Female,0,Yes,No,46,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,63.39,2900.38,No
3321-2457,Male,0,Yes,No,16,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),66.47,1096.14,No
3322-8078,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,109.05,7906.29,Yes
3323-6752,Female,0,No,Yes,24,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,114.71,2705.56,Yes
3324-4900,Male,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,88.01,1719.45,No
3325-8045,Female,0,No,No,61,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),82.01,4935.14,No
3326-2446,Female,1,Yes,No,70,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),64.61,4619.55,No
3327-2898,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.45,2731.98,No
3328-4534,Male,0,No,No,47,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.46,3106.74,No
3329-9255,Female,0,Yes,No,46,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,57.65,2657.28,No
3330-6527,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,73.36,1144.05,No
3331-8658,Male,0,No,No,40,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,56.83,2169.02,No
3332-3233,Male,0,Yes,Yes,4,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.01,313.81,No
3333-8634,Female,0,No,No,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,1170.65,No
3334-1652,Male,0,No,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,101.45,6047.54,No
3335-3048,Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.05,195.39,No
3336-5706,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),92.62,4172.83,No
3337-1454,Male,0,Yes,Yes,7,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,43.95,398.75,No
3338-8723,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,82.17,458.15,Yes
3339-8805,Female,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),29.22,1334.51,No
3340-5872,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.65,1798.56,No
3341-3751,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.18,4934.66,No
3342-1890,Female,0,No,No,24,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),57.57,1200.16,No
3343-6569,Female,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,83.76,5640.56,No
3344-5838,Male,0,Yes,No,39,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,66.04,2534.37,No
3345-7838,Female,0,Yes,No,29,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,74.18,2124.48,No
3346-6422,Male,0,Yes,No,25,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,46.67,1108.84,No
3347-2154,Female,0,Yes,No,53,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,63.13,3323.1,No
3348-2095,Male,1,Yes,No,27,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),89.73,2457.65,No
3349-8026,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.63,947.58,No
3350-2431,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),77.05,2154.94,Yes
