gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,63,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,66.1,4165.95,0
Female,0,No,Yes,52,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.62,3428.01,0
Male,0,No,Yes,64,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),79.19,5062.2,0
Male,1,Yes,Yes,21,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,75.59,1611.39,0
Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.39,2073.14,1
Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.49,363.84,0
Female,0,Yes,Yes,13,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,63.61,779.16,0
Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.87,3598.91,0
Female,1,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),71.98,4769.88,0
Male,1,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),80.27,1284.45,0
Female,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.39,1804.14,0
Female,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),87.36,431.9,1
Female,0,No,No,70,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,43.37,3013.51,0
Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.26,3223.53,0
Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,81.95,2956.67,1
Male,0,Yes,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,404.6,0
Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.14,1766.35,0
Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,110.57,3389.06,0
Female,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,76.3,635.99,0
Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),90.21,3689.49,0
Male,0,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.1,1384.76,0
Male,1,No,Yes,54,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,103.24,5599.45,0
Female,1,No,Yes,36,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,68.93,2532.02,0
Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,103.72,2068.28,0
Female,0,No,No,0,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),65.59,0.0,0
Male,0,No,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.44,7948.78,0
Female,0,No,Yes,14,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,61.06,861.01,0
Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.89,833.89,1
Female,0,No,No,11,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),77.29,835.27,0
Female,0,No,No,17,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,60.06,953.51,0
Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.65,118.91,0
Male,0,No,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,487.58,0
Male,0,No,No,69,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,77.22,5367.47,0
Female,1,No,No,16,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.07,1227.51,0
Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,97.59,6877.6,0
Male,1,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,101.68,4563.28,0
Male,0,Yes,Yes,65,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,72.66,4770.91,0
Female,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,84.51,3807.41,0
Male,1,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),105.11,7503.07,0
Male,1,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.56,983.74,0
Male,1,No,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,994.64,0
Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),60.55,278.66,0
Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,75.65,5267.61,0
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),82.68,97.8,0
Female,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),94.62,1394.94,1
Female,1,Yes,No,53,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.88,4011.19,0
Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),95.53,1642.79,0
Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.27,63.82,0
Female,1,No,Yes,62,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,42.07,2543.17,0
Female,1,No,Yes,37,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),77.28,2828.09,0
Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),71.4,2461.3,0
Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.55,596.09,0
Male,0,No,Yes,52,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,77.93,4102.44,0
Male,1,No,No,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),75.82,1566.84,0
Male,0,Yes,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.99,1003.92,0
Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,88.42,864.78,0
Female,1,No,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.49,1725.02,0
Female,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,85.48,171.34,1
Female,0,Yes,No,20,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,57.3,1002.34,0
Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,108.71,2890.14,0
Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.87,1769.17,0
Female,1,No,Yes,60,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),102.31,6133.46,0
Female,0,No,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,31.59,1151.34,0
Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),66.57,4499.94,0
Female,0,Yes,Yes,26,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,80.74,2213.83,0
Male,1,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),107.76,3818.61,1
Male,1,No,Yes,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,72.19,3320.87,0
Male,0,No,Yes,12,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,73.16,756.95,0
Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.59,981.17,0
Female,0,No,No,65,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,51.66,3356.64,0
Male,0,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.79,1122.84,0
Female,0,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.06,1922.44,0
Male,0,No,No,49,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),56.12,2748.04,0
Male,0,Yes,No,12,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.79,517.24,0
Male,0,No,No,33,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),67.5,2215.35,0
Female,0,No,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,92.75,2544.84,0
Male,0,No,No,69,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,71.14,4999.37,0
Male,0,No,Yes,24,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.56,1632.19,0
Male,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.03,1090.58,0
Female,0,No,No,50,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),107.62,5390.18,1
Male,0,No,Yes,70,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,62.25,4384.2,0
Female,1,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.94,1212.84,0
Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,87.76,5344.0,0
Male,1,Yes,No,8,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,67.22,582.85,0
Female,0,No,No,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,1275.45,0
Female,0,Yes,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,209.68,0
Male,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.76,1581.18,0
Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.29,1232.79,0
Female,1,No,No,44,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),58.1,2410.22,0
Female,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.08,80.53,0
Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.29,1054.22,0
Female,0,Yes,No,6,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,68.88,526.72,0
Male,0,No,No,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.84,3719.68,0
Female,1,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,94.5,2907.67,0
Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,91.95,1139.45,1
Female,0,No,No,35,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,47.29,1727.64,0
Male,1,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),81.69,1189.83,0
Male,1,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,82.36,561.19,1
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),92.99,246.23,1
Female,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.12,416.82,0
Female,0,No,No,54,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.11,4080.72,0
Male,0,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.89,1266.68,0
Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,83.94,727.21,0
Male,1,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.97,1137.76,0
Male,0,Yes,No,42,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.25,2684.09,0
Female,1,Yes,No,17,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,70.41,1178.09,0
Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,102.91,1027.13,1
Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),73.31,1336.25,0
Female,1,Yes,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),94.86,463.77,1
Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,82.74,1451.17,0
Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,82.5,3102.19,0
Male,0,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,1208.89,0
Female,0,Yes,No,63,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),58.62,3525.24,0
Male,0,No,No,49,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),53.98,2686.51,0
Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.18,713.72,0
Female,1,No,No,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),114.06,7731.31,0
Male,1,No,No,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,91.98,6200.94,0
Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,100.47,2677.16,1
Female,0,No,No,0,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,77.44,0.0,0
Female,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),80.08,2488.67,0
Male,0,Yes,No,33,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,77.79,2453.74,0
Female,0,No,No,49,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,66.04,3263.5,0
Female,0,No,Yes,10,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),62.73,509.05,0
Female,1,Yes,Yes,39,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Mailed check,49.87,1857.9,0
Female,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.8,772.75,0
Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.61,1190.96,0
Male,1,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,68.19,73.23,0
Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.95,3733.52,0
Female,1,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,66.1,185.43,0
Female,1,Yes,No,62,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,54.85,3289.99,0
Female,0,No,No,52,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,61.97,3201.74,0
Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),118.97,7945.33,0
Male,0,No,No,47,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,78.95,3727.69,0
Male,1,No,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),29.86,2116.53,0
Male,1,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.14,419.72,0
Female,0,No,No,0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,100.14,0.0,1
Female,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.17,1884.96,0
Female,0,Yes,No,48,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.81,3533.31,0
Female,0,No,Yes,50,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),86.19,4302.18,0
Female,0,Yes,No,21,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),74.4,1488.01,1
Female,1,Yes,No,24,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.3,2141.63,1
Male,0,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,73.66,3729.88,0
Female,0,No,No,29,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,59.08,1735.06,0
Female,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.7,460.4,1
Male,0,Yes,No,21,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,45.88,955.98,1
Male,0,Yes,No,28,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,55.91,1410.06,0
Male,1,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,33.5,1906.43,0
Female,0,Yes,No,25,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),49.78,1271.08,0
Female,0,No,No,36,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),64.12,2396.81,0
Female,0,No,No,43,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),66.63,2838.04,1
Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,94.84,912.42,1
Male,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.34,988.88,0
Male,1,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.8,327.91,0
Male,0,Yes,No,64,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),94.76,6074.82,0
Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,74.38,1587.7,0
Female,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.12,700.72,0
Female,0,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.33,2931.14,1
Male,0,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.48,694.18,0
Male,0,Yes,Yes,43,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.38,2638.81,0
Male,0,No,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,103.07,5341.19,0
Male,1,No,No,70,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,50.2,3472.6,0
Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,80.1,5171.28,0
Female,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.23,439.21,0
Male,0,No,Yes,44,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,88.97,3699.47,0
Female,1,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,88.08,2021.78,0
Male,0,Yes,Yes,58,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,62.35,3663.64,0
Female,1,Yes,Yes,1,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,70.76,0.0,0
Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.31,2529.21,0
Female,1,Yes,No,27,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,76.62,2057.61,1
Male,0,Yes,No,54,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,73.7,3862.47,0
Female,0,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,76.06,3740.46,0
Female,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,80.07,1972.3,0
Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.95,5750.2,0
Female,0,No,No,19,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,50.0,1010.67,0
Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.07,5343.13,0
Male,0,No,No,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,77.26,5210.62,0
Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,84.08,592.03,1
Male,0,Yes,Yes,66,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,77.91,4974.19,0
Female,0,Yes,Yes,64,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,75.17,4853.53,0
Male,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,112.81,2995.87,1
Female,0,No,No,61,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),89.31,5211.02,0
Male,0,No,No,0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,70.94,0.0,1
Female,1,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.22,264.29,0
Male,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.91,1939.7,0
Male,0,Yes,No,68,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.93,4665.13,0
Female,0,No,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,88.83,771.18,1
Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,84.99,4410.8,1
Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,71.83,514.49,0
Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,89.18,5170.28,0
Male,0,No,Yes,65,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,93.05,6074.54,0
Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.18,2763.21,0
Male,0,No,Yes,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,65.74,402.42,0
Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),104.9,1403.78,1
Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,80.34,3143.5,1
Male,1,Yes,Yes,58,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,60.22,3485.99,0
Female,0,No,No,37,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),108.02,4014.28,1
